Date,Sales
24-12-2015,142.86
24-12-2015,292.272
23-09-2018,29.328
04-06-2018,12.48
21-04-2017,102.336
21-04-2017,48.792
21-04-2017,44.848
26-05-2017,10.368
26-05-2017,388.43
26-05-2017,14.352
26-05-2017,63.992
02-05-2017,86.352
08-09-2015,32.97
08-09-2015,83.88
05-09-2017,278.4
09-04-2018,15.12
09-04-2018,17.43
09-04-2018,251.64
06-12-2016,2.772
26-06-2017,14.9
04-07-2016,15.48
22-11-2017,39.88
22-11-2017,12.192
22-11-2017,20.82
10-11-2017,13.216
10-11-2017,32.4
27-08-2016,32.94
27-08-2016,114.2
27-08-2016,3.08
25-05-2016,845.728
30-12-2018,13.904
30-12-2018,20.72
08-12-2017,114.95
04-10-2016,26.96
23-12-2017,572.76
23-12-2017,286.38
19-09-2016,61.96
03-07-2018,23.99
03-07-2018,287.97
14-07-2017,419.944
20-06-2017,46.76
20-06-2017,17.712
20-06-2017,21.78
20-06-2017,161.94
20-06-2017,161.568
09-12-2017,3.69
09-12-2017,122.12
24-09-2017,155.372
18-12-2017,38.88
18-12-2017,183.84
18-12-2017,579.3
10-12-2018,14.2
01-07-2015,575.92
01-07-2015,5.184
03-02-2018,5.229
03-02-2018,285.552
03-03-2018,72.8
09-10-2018,10.816
28-09-2015,46.26
27-05-2015,17.46
14-06-2016,51.072
30-03-2017,11.34
15-10-2018,87.92
23-05-2017,37.05
02-06-2018,2.97
02-06-2018,27.44
16-02-2015,1.08
16-02-2015,7.96
06-05-2015,140.736
16-05-2017,552.56
02-04-2018,25.11
31-03-2018,29.78
31-03-2018,677.58
31-03-2018,75.04
02-01-2018,695.7
02-01-2018,15.66
02-01-2018,28.854
28-05-2016,47.82
28-05-2016,13.05
17-03-2015,93.78
17-03-2015,47.18
17-03-2015,19.68
17-03-2015,53.4
17-03-2015,35.88
03-10-2015,258.279
28-03-2017,31.4
04-05-2018,183.96
04-05-2018,17.61
04-05-2018,300.904
05-07-2015,220.776
05-07-2015,281.424
05-05-2017,79.14
26-04-2018,1.988
26-09-2015,145.568
19-10-2018,123.256
19-10-2018,23.68
19-10-2018,309.576
10-11-2018,38.388
10-11-2018,95.994
10-11-2018,239.952
10-11-2018,201.584
10-11-2018,899.136
08-07-2018,145.9
24-12-2016,590.058
24-12-2016,14.04
07-03-2018,49.08
01-04-2015,29.6
01-04-2015,17.088
14-09-2016,912.75
04-08-2015,1089.75
04-08-2015,447.84
04-08-2015,16.4
04-08-2015,399.96
04-08-2015,158.9
04-08-2015,13.184
03-09-2017,83.952
05-02-2017,80.98
05-02-2017,348.84
05-02-2017,9.45
05-02-2017,18.84
05-02-2017,239.98
05-02-2017,167.96
05-02-2017,104.85
05-02-2017,484.83
05-02-2017,122.97
05-02-2017,154.44
05-02-2017,342.37
03-07-2018,9.552
09-10-2018,652.45
09-10-2018,66.645
24-11-2017,17.216
24-11-2017,11.56
24-11-2017,88.4
24-11-2017,6.48
01-11-2017,21.8
01-11-2017,251.79
19-04-2017,205.176
19-04-2017,419.4
06-04-2015,10.304
06-04-2015,154.764
06-04-2015,116.784
02-09-2017,75.48
02-09-2017,39.98
25-09-2017,393.165
04-11-2018,23.68
09-07-2017,408.006
09-07-2017,165.28
30-06-2015,334.768
28-01-2018,239.97
28-01-2018,37.74
21-09-2016,946.344
21-09-2016,151.2
21-09-2016,4.928
26-09-2016,86.272
26-09-2016,72.588
26-09-2016,60.672
26-09-2016,77.031
26-09-2016,119.904
26-09-2016,263.96
26-09-2016,363.648
31-10-2016,9.728
31-10-2016,14.75
31-10-2016,29.8
31-10-2016,427.42
26-11-2018,220.752
19-12-2015,152.76
19-12-2015,7.27
19-12-2015,1819.86
26-12-2017,33.9
20-06-2018,31.104
20-06-2018,5.248
15-10-2016,263.88
15-10-2016,2453.43
12-04-2018,29.7
12-04-2018,39.96
19-12-2018,36.672
05-08-2018,13.76
01-10-2016,139.424
23-05-2017,1979.928
13-06-2018,164.736
13-06-2018,470.302
13-06-2018,47.984
23-04-2015,2.502
01-05-2016,88.752
19-07-2016,2.025
26-11-2017,70.98
26-11-2017,91.68
26-11-2017,33.75
26-11-2017,3040
12-06-2018,91.2
12-06-2018,452.94
17-08-2016,52.2
25-09-2017,15.936
04-05-2015,27.46
01-12-2016,55.424
11-03-2017,244.006
26-08-2017,159.984
26-08-2017,1024.716
16-12-2017,3.68
08-08-2015,121.376
08-08-2015,95.976
16-05-2016,255.968
09-12-2018,872.94
09-12-2018,41.54
09-12-2018,12.96
24-09-2016,6.848
11-07-2018,8.67
01-12-2016,6.688
19-11-2017,17.28
19-11-2017,17.712
19-03-2018,28.91
13-11-2017,52.136
19-11-2018,31.968
02-12-2017,25.92
02-12-2017,40.46
02-12-2017,33.87
25-08-2018,9.728
25-08-2018,3.424
14-10-2017,177
27-11-2015,3.76
03-11-2016,1212.848
03-11-2016,89.97
03-11-2016,42.6
29-11-2015,5.04
30-04-2018,62.96
24-11-2018,5.88
24-11-2018,977.292
30-10-2018,9.64
17-12-2015,40.05
04-09-2018,10.192
04-09-2018,16.784
04-09-2018,13.12
17-10-2017,18.16
12-11-2018,16.056
12-11-2018,223.056
12-11-2018,540.048
24-11-2017,33.52
24-11-2017,9.94
01-08-2016,6.72
01-08-2016,1004.976
24-12-2018,17.88
17-09-2017,396
10-12-2018,34.5
12-09-2018,8.36
24-06-2018,385.6
24-06-2018,35.82
18-08-2018,200.064
18-08-2018,21.38
18-08-2018,6.744
11-12-2018,63.686
10-12-2018,1669.6
03-02-2015,83.84
03-02-2015,13.272
11-02-2018,21.336
16-04-2018,16.52
06-12-2016,206.112
06-12-2016,19.92
06-12-2016,198.272
06-12-2016,247.104
06-12-2016,86.304
22-07-2017,4.16
22-07-2017,11.648
07-11-2016,26.18
07-11-2016,7.3
26-03-2016,74.352
31-08-2018,10.744
31-08-2018,8.376
04-12-2017,212.88
10-02-2018,203.983
29-10-2017,40.74
29-10-2017,11.67
15-09-2018,39.99
15-09-2018,16.28
15-09-2018,782.94
15-09-2018,242.48
11-03-2015,8.32
11-03-2015,10.464
04-02-2015,82.896
04-02-2015,34.24
31-12-2015,1573.488
23-11-2016,335.52
23-11-2016,23.912
23-11-2016,27.056
06-07-2015,559.992
13-11-2018,9.324
17-06-2017,111.96
03-05-2015,21.56
16-10-2018,124.75
06-02-2016,5.28
04-09-2018,91.96
09-05-2017,9.344
09-05-2017,79.36
16-03-2016,171.96
09-04-2017,35.352
04-04-2015,18.9
05-09-2018,2.78
30-06-2018,1044.63
09-11-2016,11.352
04-03-2015,354.9
19-03-2016,453.576
29-11-2016,21.48
29-11-2016,8.784
11-06-2018,122.97
26-11-2018,12.84
23-11-2015,603.92
23-11-2015,21.84
23-11-2015,29.99
23-11-2015,381.44
15-12-2015,40.68
15-12-2015,763.28
22-04-2017,23.952
23-05-2017,4.98
27-02-2017,170.88
09-08-2016,307.98
09-08-2016,382.806
09-08-2016,41.96
09-08-2016,1217.568
09-08-2016,47.04
09-08-2016,6.16
09-08-2016,979.95
09-08-2016,143.7
09-08-2016,10.65
09-08-2016,247.8
12-05-2017,10.96
15-04-2017,33.488
15-04-2017,8.04
23-06-2016,201.568
19-10-2015,13.44
24-03-2016,359.058
08-05-2018,47.992
16-10-2018,547.3
19-11-2018,16.896
19-11-2018,6.672
19-11-2018,99.136
19-11-2018,15.992
08-05-2017,211.96
11-12-2017,6.672
30-11-2018,155.94
19-04-2017,39.96
19-04-2017,5.46
19-04-2017,73.2
19-04-2017,5.84
19-04-2017,22.72
19-04-2017,9.336
26-05-2015,290.666
26-05-2015,201.584
26-05-2015,83.984
21-12-2018,1000.02
15-03-2017,83.976
10-08-2016,3.75
10-08-2016,41.4
10-08-2016,29.79
10-09-2017,59.48
10-09-2017,6.69
08-07-2018,198.46
08-07-2018,786.48
08-07-2018,23.168
08-07-2018,50
19-12-2016,675.96
19-12-2016,1265.85
16-11-2016,523.25
24-09-2016,517.5
21-06-2018,17.92
21-06-2018,41.256
08-05-2017,1006.056
08-05-2017,10.688
08-05-2017,10.368
08-05-2017,25.12
08-05-2017,58.112
26-11-2015,15.552
26-11-2015,669.08
26-11-2015,438.336
26-05-2017,19.44
26-05-2017,9.64
26-05-2017,12.7
26-05-2017,41.37
29-11-2015,12.624
19-03-2016,1247.64
19-03-2016,3149.93
19-03-2016,209.7
01-11-2016,35.36
01-11-2016,3.168
26-09-2016,121.104
26-09-2016,45.894
29-08-2015,109.92
29-08-2015,13.36
18-11-2018,169.68
18-11-2018,132.52
18-11-2018,2.96
18-11-2018,8.448
18-11-2018,95.94
12-05-2015,34.79
20-01-2018,160.776
30-10-2018,88.752
30-10-2018,13.904
30-04-2018,677.58
30-04-2018,13.896
24-11-2017,41.92
24-11-2017,297.576
24-11-2017,4.344
24-11-2017,94.992
24-11-2017,74.352
24-11-2017,14.04
10-01-2016,1018.104
19-10-2018,16.68
22-03-2017,58.58
03-07-2018,167.968
11-12-2016,196.62
17-09-2016,21.936
17-09-2016,6.588
18-05-2017,104.28
18-05-2017,17.94
07-09-2015,64.784
07-09-2015,32.382
07-09-2015,42.368
07-09-2015,399.54
29-09-2017,18.97
07-11-2017,14.82
24-04-2018,99.28
24-04-2018,1.188
24-04-2018,7.518
10-12-2018,10.368
10-12-2018,310.88
16-08-2015,853.092
09-12-2018,33.45
09-12-2018,10.4
14-03-2017,21.88
26-06-2017,13.616
25-09-2016,63.96
25-09-2016,14.46
25-09-2016,104.98
27-12-2016,106.96
27-12-2016,21.56
03-06-2015,515.88
13-07-2016,11.808
13-07-2016,1931.04
13-07-2016,9.96
02-02-2015,12.35
08-03-2017,9.702
22-11-2016,11.61
30-10-2018,43.86
30-10-2018,148.48
30-10-2018,7.42
30-10-2018,71.992
30-10-2018,19.9
30-10-2018,1702.12
30-01-2016,14.304
08-09-2018,765.625
07-10-2018,307.666
30-04-2017,7.712
19-05-2017,242.9
19-05-2017,454.9
19-05-2017,35.92
19-05-2017,39.76
19-05-2017,47.744
20-12-2016,159.984
20-12-2016,255.968
20-12-2016,359.058
19-12-2016,434.352
19-12-2016,3.552
19-12-2016,88.832
29-04-2018,1048.35
07-02-2017,100
07-02-2017,7.83
28-09-2015,96.256
28-09-2015,10.688
10-07-2017,338.04
10-07-2017,154.24
29-07-2018,34.848
29-07-2018,22
29-07-2018,4.368
03-09-2016,31.44
03-09-2016,17.9
03-09-2016,129.45
09-08-2015,20.88
30-10-2018,20.736
30-10-2018,7.168
30-10-2018,11.168
30-10-2018,442.4
06-06-2015,13.36
13-08-2017,11.232
13-08-2017,10.272
25-04-2015,10.368
25-04-2015,6.24
22-11-2016,206.962
14-10-2018,9.46
02-12-2018,559.62
02-12-2018,109.92
02-12-2018,8.56
08-12-2016,360.712
08-12-2016,1718.4
13-07-2016,41.568
11-05-2015,46.864
05-01-2015,19.536
05-09-2016,411.332
05-09-2016,28.752
05-09-2016,293.199
04-08-2017,35.06
04-08-2017,4.13
04-08-2017,109.8
04-08-2017,9.82
22-03-2015,7.644
22-03-2015,51.465
02-03-2018,6.976
02-03-2018,12.222
27-11-2017,97.984
27-11-2017,62.4
28-04-2015,20.86
28-04-2015,497.61
28-04-2015,5.34
28-04-2015,3.15
24-11-2016,368.91
24-11-2016,14.7
11-11-2017,59.97
11-11-2017,83.36
09-07-2016,6.58
09-07-2016,122.94
22-09-2018,219.84
22-09-2018,98.16
22-09-2018,33.04
22-09-2018,86.97
15-02-2016,134.97
15-02-2016,699.98
15-02-2016,139.95
30-09-2015,48.94
01-12-2015,2807.84
01-12-2015,46.64
08-12-2015,60.416
05-09-2017,107.94
27-08-2018,63.84
27-08-2018,347.97
27-08-2018,37.008
07-07-2017,215.65
08-08-2017,11.168
08-08-2017,53.952
13-11-2017,4.18
22-09-2018,5.607
22-09-2018,4663.736
22-09-2018,79.984
25-12-2017,2575.944
25-12-2017,45.36
25-12-2017,254.24
11-02-2017,69.93
23-10-2017,16.156
23-10-2017,54.816
09-06-2015,1441.3
20-11-2018,77.6
20-11-2018,4.656
14-09-2016,170.136
04-06-2016,7.38
04-06-2016,9.26
13-12-2016,9.96
25-05-2015,75.6
25-05-2015,29.32
16-02-2017,92.064
16-02-2017,6.976
16-02-2017,62.958
16-02-2017,5.184
22-12-2017,31.32
22-12-2017,11.84
22-12-2017,22.784
08-02-2017,1127.976
13-07-2016,38.88
18-05-2015,779.796
21-10-2018,1439.92
21-10-2018,262.11
05-11-2016,207
01-08-2018,1439.982
01-08-2018,36.288
21-06-2015,21.4
19-02-2018,1245.86
01-08-2015,17.544
01-08-2015,44.128
01-08-2015,62.92
01-08-2015,78.304
18-07-2017,140.81
09-02-2016,40.096
09-02-2016,40.784
29-07-2018,90.57
12-01-2018,40.08
12-01-2018,37.68
10-09-2018,362.352
10-09-2018,7.184
20-07-2016,34.76
20-07-2016,831.2
20-07-2016,26.4
20-07-2016,106.75
20-07-2016,97.82
20-07-2016,141.4
13-06-2015,14.52
12-05-2018,127.92
12-05-2018,34.24
03-09-2016,137.62
03-09-2016,100.49
26-03-2018,257.568
26-03-2018,119.96
12-11-2015,49.632
13-10-2017,727.45
13-10-2017,24.96
12-11-2018,370.782
15-04-2018,196.45
25-06-2016,31.104
25-06-2016,78.256
26-08-2017,6.48
21-07-2015,99.2
21-07-2015,801.568
21-07-2015,272.848
21-11-2018,70.98
04-06-2015,16.224
10-03-2017,176.784
25-03-2018,470.376
29-12-2018,393.568
29-12-2018,302.376
28-03-2018,68.742
05-03-2016,29.34
05-03-2016,383.607
05-03-2016,563.4
13-11-2017,217.056
19-01-2018,6
22-04-2017,31.56
13-05-2015,7.104
13-05-2015,398.352
21-10-2015,121.792
21-10-2015,409.59
14-03-2015,10.56
14-03-2015,3.38
22-12-2018,7.824
24-11-2017,24.784
02-12-2018,34.65
31-12-2016,487.984
03-10-2018,1793.98
29-08-2015,29.808
29-08-2015,505.176
29-08-2015,174.0585
29-06-2017,191.88
20-08-2017,14.78
21-10-2018,5.184
21-10-2018,478.48
21-10-2018,28.4
21-10-2018,909.12
17-05-2017,2.952
17-05-2017,27.018
03-02-2016,136.92
18-12-2018,18.96
15-11-2017,99.39
03-07-2018,273.896
03-07-2018,597.132
15-01-2015,149.95
30-04-2018,4.608
30-04-2018,15.528
30-04-2018,11.952
08-11-2016,11.65
30-10-2016,299.9
17-08-2018,895.92
17-08-2018,462.564
03-10-2016,15.008
08-07-2017,863.64
08-07-2017,47.616
05-12-2018,92.94
09-03-2018,199.98
09-06-2017,177.48
28-11-2018,88.768
16-03-2018,6.48
16-03-2018,46.51
16-03-2018,659.976
27-11-2017,271.992
06-08-2018,145.74
06-08-2018,15.4
27-11-2018,244.55
27-11-2018,166.16
25-05-2016,14.73
08-07-2017,19.968
08-07-2017,33.488
08-07-2017,8.736
08-07-2017,662.88
29-08-2018,47.36
29-08-2018,27.44
29-08-2018,3.24
20-06-2017,95.968
20-06-2017,10.368
02-09-2018,23.1
02-09-2018,11.54
02-09-2018,254.526
02-09-2018,12.98
02-09-2018,26.432
02-09-2018,197.97
02-09-2018,18.9
02-09-2018,1282.41
02-09-2018,4.92
02-09-2018,238
02-09-2018,167.97
02-09-2018,17.12
10-09-2018,16.2
10-09-2018,33.99
10-09-2018,296.85
10-09-2018,112.8
10-09-2018,13.71
10-09-2018,24.9
10-09-2018,286.29
10-09-2018,24.18
21-12-2018,281.97
21-12-2018,69.5
21-12-2018,166.44
23-09-2018,291.96
06-05-2018,6.408
06-05-2018,408.744
14-12-2015,5.104
14-12-2015,2.896
14-12-2015,35.016
18-10-2015,275.97
18-10-2015,1394.95
18-10-2015,545.88
08-05-2016,5.248
14-04-2017,933.536
14-04-2017,42.976
14-12-2016,3.76
03-12-2015,479.96
25-11-2015,320.88
25-11-2015,23.88
25-11-2015,26.76
25-07-2017,1439.976
09-11-2016,17.22
09-11-2016,1024.38
09-11-2016,26.22
09-11-2016,17.34
24-02-2018,4.956
25-06-2018,71.04
25-06-2018,5.344
25-06-2018,11.304
02-12-2018,294.62
02-12-2018,8.752
06-02-2015,15
06-02-2015,161.61
06-02-2015,144.95
11-04-2018,199.95
11-04-2018,41.86
25-12-2018,95.94
25-12-2018,304.45
11-04-2018,11.364
31-12-2015,29.68
31-12-2015,47.53
03-08-2018,183.372
15-11-2015,4.224
15-11-2015,333.056
15-11-2015,24.896
11-12-2016,159.984
11-12-2016,46.344
18-09-2017,350.98
18-09-2017,13.08
18-09-2017,900.08
19-03-2016,17.568
19-03-2016,14.62
19-03-2016,33.36
19-03-2016,40.14
19-09-2017,1606.23
19-09-2017,17.04
19-09-2017,49.53
19-09-2017,872.32
20-08-2018,239.12
13-03-2016,141.96
08-09-2017,33.024
08-09-2017,67.136
26-11-2016,14.73
26-11-2016,104.9
26-11-2016,61.04
26-11-2016,10.95
09-12-2017,9.392
09-12-2017,9.328
25-09-2018,8.26
25-09-2018,269.97
23-01-2016,29.04
23-01-2016,14.62
18-06-2016,11.952
18-06-2016,4.536
18-06-2016,9.156
18-06-2016,75.36
02-10-2016,57.504
18-11-2018,38.864
17-08-2015,15.552
17-07-2017,162.64
17-07-2017,597
17-07-2017,55.48
11-07-2016,289.8
11-07-2016,2.502
11-07-2016,6.48
11-07-2016,341.488
11-07-2016,11.12
11-07-2016,25.344
01-12-2017,17.31
22-12-2018,199.95
22-12-2018,1586.69
22-12-2018,84.99
22-12-2018,411.8
31-10-2015,11.34
31-10-2015,80.3
31-10-2015,15.968
31-10-2015,64.74
31-10-2015,19.296
31-10-2015,405.64
31-10-2015,146.352
31-10-2015,251.91
31-10-2015,12.39
13-04-2016,199.96
13-04-2016,710.832
21-07-2017,1.941
20-11-2018,283.92
26-11-2017,7.312
07-11-2018,59.97
07-11-2018,761.544
01-12-2015,58.2
12-09-2018,39.9
12-09-2018,90.86
12-09-2018,94.85
24-12-2016,106.232
24-12-2016,111.984
24-12-2016,7.712
23-02-2018,37.44
23-11-2015,23.68
23-06-2017,122.12
23-06-2017,18.45
23-06-2017,324.9
23-06-2017,146.73
23-06-2017,3.96
26-10-2016,5.76
15-07-2018,26.55
15-07-2018,310.443
17-11-2015,479.9
13-04-2016,12.88
25-11-2016,13.12
15-05-2017,511.84
15-05-2017,91.96
15-05-2017,8.34
07-09-2018,37.68
07-09-2018,279.944
10-03-2015,636.408
10-03-2015,83.168
18-07-2015,259.136
24-03-2018,221.92
24-03-2018,26
30-09-2015,15.552
26-09-2015,0.876
31-10-2016,19.98
31-10-2016,398.352
31-10-2016,5.04
31-10-2016,17.45
31-10-2016,323.136
31-10-2016,29.7
31-10-2016,1295.84
31-10-2016,46.84
31-10-2016,425.833
12-10-2016,209.67
19-09-2017,159.88
13-04-2018,5.28
13-04-2018,895.92
07-01-2018,2.808
09-11-2018,215.976
22-09-2018,241.96
22-09-2018,27.72
01-12-2018,104.68
01-12-2018,62.958
23-06-2015,86.376
04-10-2016,64.944
04-10-2016,20.736
20-05-2015,33.28
20-05-2015,38.52
20-05-2015,139.86
20-11-2016,19.65
30-11-2016,152.991
30-11-2016,10.584
30-11-2016,94.92
31-12-2016,14.76
31-12-2016,3.656
16-11-2018,146.82
06-06-2015,149.544
06-06-2015,17.14
06-06-2015,991.764
01-09-2017,30.48
01-09-2017,23.988
01-09-2017,16.688
25-06-2017,422.058
25-06-2017,38.088
25-06-2017,254.352
12-12-2015,43.31
31-03-2018,84.95
19-11-2018,233.058
24-11-2015,111.79
22-11-2016,14.94
14-07-2017,14.16
30-04-2017,22.608
25-07-2017,21.48
22-06-2015,501.81
22-06-2015,161.94
21-10-2018,17.856
03-09-2017,8.808
14-05-2017,79.384
07-01-2017,34.58
13-03-2018,314.55
13-10-2017,191.976
13-10-2017,8.288
13-10-2017,139.92
13-10-2017,15.872
13-10-2017,6.286
27-01-2018,14.016
27-01-2018,71.976
27-01-2018,107.982
19-11-2018,305.312
01-08-2015,19.752
30-07-2017,9.264
30-07-2016,61.792
15-10-2017,45.68
15-10-2017,60.12
15-10-2017,41.72
15-10-2017,71.6
07-05-2017,85.232
07-05-2017,44.4
07-05-2017,442.764
07-05-2017,3999.95
07-05-2017,199.95
07-05-2017,63.68
01-08-2018,54.896
14-07-2017,29
10-08-2018,70.08
10-08-2018,121.3
10-08-2018,1454.49
25-06-2017,60.81
10-12-2017,153.552
10-12-2017,65.34
10-12-2017,123.92
10-12-2017,35.1
10-12-2017,44.75
01-12-2017,4.704
28-11-2015,14.67
28-03-2016,15.552
28-03-2016,5.232
01-06-2015,22.2
01-06-2015,881.93
06-09-2016,6.096
06-09-2016,191.82
29-06-2016,20.104
10-09-2017,67.56
14-07-2015,29.932
14-07-2015,38.272
22-08-2016,16.52
14-11-2015,832.93
14-11-2015,43.8
27-11-2017,167.292
21-11-2018,27.42
01-10-2018,1.44
01-10-2018,61.776
01-10-2018,241.96
01-10-2018,108.608
20-09-2015,2.816
28-07-2018,9.984
28-07-2018,14.98
28-07-2018,1145.6
06-12-2016,485.94
06-12-2016,37.376
06-12-2016,70.686
31-07-2018,54.816
19-03-2017,72.294
29-07-2018,2.896
29-07-2018,124.792
01-10-2017,330.588
31-03-2015,673.568
31-03-2015,52.98
26-06-2018,526.45
09-07-2018,228.92
14-12-2016,319.968
05-12-2018,205.03
15-09-2016,190.86
15-09-2016,24.32
15-07-2017,44.4
20-04-2018,44.4
15-11-2017,1016.792
15-11-2017,38.136
26-11-2017,494.982
21-11-2018,56.56
21-11-2018,5.56
21-11-2018,9.02
21-11-2018,8.62
21-11-2018,659.976
15-02-2016,13.36
15-02-2016,41.72
15-02-2016,11.52
15-02-2016,541.44
15-02-2016,19.44
15-04-2017,143.7
28-09-2016,43.26
28-09-2016,43.56
17-09-2017,437.85
17-09-2017,109.48
16-06-2018,1212.96
16-06-2018,18.54
08-11-2016,5
08-11-2016,371.97
18-12-2016,166.24
06-02-2018,359.97
14-11-2017,499.98
14-11-2017,5.28
14-11-2017,8.26
12-10-2018,7.968
17-09-2018,12.96
20-12-2018,6.48
20-12-2018,6.984
02-12-2018,47.96
21-09-2016,199.74
06-03-2016,435.26
06-03-2016,1119.984
03-10-2015,143.432
03-10-2015,122.352
27-06-2015,306.2
27-06-2015,85.98
27-06-2015,223.96
30-10-2018,97.568
30-10-2018,614.272
30-10-2018,199.98
03-09-2017,48.16
05-03-2016,23.92
05-03-2016,60.69
05-05-2017,14.352
17-11-2018,35.04
01-06-2018,17.48
10-06-2018,16.4
08-01-2018,892.98
20-04-2016,287.97
20-04-2016,595.38
20-04-2016,12.96
01-11-2016,4.95
23-12-2018,181.95
01-11-2016,13.52
01-11-2016,259.7
01-11-2016,42.95
01-11-2016,1399.93
01-11-2016,503.96
14-11-2015,12.72
14-11-2015,11.52
17-01-2017,316
17-09-2018,723.92
17-09-2018,106.32
23-12-2017,141.372
06-08-2016,27.216
05-11-2018,390.75
11-06-2018,280.792
11-06-2018,68.448
11-06-2018,88.04
11-06-2018,15.872
11-06-2018,215.592
20-07-2018,14.62
20-07-2018,416.32
20-07-2018,43
20-07-2018,182.94
20-07-2018,60.83
20-07-2018,389.97
23-12-2016,194.32
20-03-2018,265.93
31-12-2016,94.74
31-12-2016,60.64
31-12-2016,76.3
31-12-2016,364.8
15-09-2016,79.872
15-09-2016,46.384
15-09-2016,12.96
23-09-2018,14.352
25-12-2016,547.136
24-09-2017,41.96
24-09-2017,41.7
21-03-2018,277.4
21-03-2018,5.78
30-09-2015,69.216
10-12-2018,10.86
10-12-2018,426.79
23-08-2015,25.92
23-08-2015,45.92
19-08-2015,10.72
10-11-2017,41.86
31-12-2015,63.2
31-12-2015,113.97
26-07-2015,123.552
22-02-2017,490.32
13-03-2017,70.08
13-03-2017,1.272
13-03-2017,557.585
02-12-2018,9.024
02-12-2018,69.456
02-12-2018,10.86
02-12-2018,79.47
02-12-2018,10.08
31-08-2016,1552.831
31-08-2016,137.24
31-08-2016,36.51
31-08-2016,239.976
17-03-2015,1579.746
17-03-2015,1071.576
17-03-2015,613.908
17-03-2015,34.86
17-03-2015,155.04
16-04-2018,13.71
13-03-2017,127.88
13-03-2017,160.32
13-03-2017,46
24-11-2015,120.712
10-02-2018,23.12
23-09-2017,532.704
23-09-2017,4.912
07-07-2018,252
07-07-2017,60.288
07-07-2017,2.632
07-07-2017,23.688
07-07-2017,253.372
24-01-2018,5.67
19-08-2015,76.776
19-08-2015,9.184
06-12-2016,32.75
06-05-2017,7.216
06-05-2017,49.568
06-05-2017,54.712
25-03-2018,176.04
25-03-2018,16.02
25-03-2018,185.92
25-03-2018,211.168
25-03-2018,479.984
12-12-2016,7.86
12-12-2016,24.448
06-12-2016,6.48
06-12-2016,41.86
06-12-2016,1619.91
06-12-2016,113.92
17-03-2017,39.68
14-11-2016,37.6
14-11-2016,59.9
14-11-2016,37
14-08-2018,5.76
14-08-2018,16.68
09-09-2018,628.81
09-09-2018,56.45
01-04-2018,94.2
01-04-2018,28.4
27-09-2017,956.6648
07-10-2018,1115.91
07-10-2018,128.744
07-10-2018,79.92
20-01-2018,24.2
20-01-2018,359.976
23-03-2018,211.84
01-08-2015,5.68
07-06-2016,7.52
12-11-2015,11.96
12-11-2015,629.064
29-12-2017,754.45
06-07-2016,301.96
12-10-2018,595
12-10-2018,79.872
21-05-2017,2396.4
09-11-2018,63.56
09-11-2018,99.99
18-04-2017,230.376
18-04-2017,9.664
25-12-2018,158.928
25-12-2018,13.023
25-12-2018,273.06
25-12-2018,39.312
11-06-2017,1.344
11-06-2017,8.272
11-06-2017,12.544
13-05-2018,58.48
28-12-2018,7.4
25-03-2015,366.786
28-05-2018,54.368
14-11-2016,33.96
14-11-2016,826.11
03-07-2018,545.85
18-11-2015,145.98
18-11-2015,35.808
17-07-2018,7.904
22-05-2017,345
22-05-2017,174.286
22-05-2017,662.84
22-05-2017,95.1
22-05-2017,26.88
22-05-2017,257.98
25-09-2016,17.48
31-10-2017,492.835
14-09-2016,269.49
05-11-2017,29.12
17-03-2018,18.75
17-03-2018,119.7
17-03-2018,9.144
17-03-2018,57.06
17-03-2018,71.6
17-03-2018,107.44
17-03-2018,7.31
17-03-2018,59.1
17-03-2018,46.53
15-08-2018,97.84
11-07-2016,29.97
11-07-2016,98.352
03-12-2018,83.92
03-12-2018,14.624
03-12-2018,136.99
03-12-2018,3.15
04-05-2018,9.11
04-05-2018,571.44
04-05-2018,32.4
04-05-2018,16.91
22-01-2017,14.272
22-01-2017,451.136
22-01-2017,64.864
03-11-2017,217.584
03-11-2017,82.95
03-11-2017,87.71
03-11-2017,1101.48
04-09-2018,1322.352
13-09-2015,5.46
19-06-2018,11.184
19-06-2018,153.584
24-12-2018,1003.62
28-08-2018,35.168
28-08-2018,1137.75
28-08-2018,99.68
28-08-2018,5.56
02-01-2016,85.52
02-01-2016,9.84
02-01-2016,20.04
09-10-2016,631.96
09-10-2016,23.92
13-12-2015,90.24
19-11-2015,4548.81
10-09-2017,300.93
10-09-2017,719.96
16-06-2015,647.84
26-09-2016,64.17
26-09-2016,124.46
19-05-2017,9.584
22-06-2018,37.608
17-06-2018,12.224
17-06-2018,2.304
17-06-2018,9.36
14-11-2017,7.38
25-07-2015,53.72
25-07-2015,8187.65
25-07-2015,77.92
02-07-2016,32.784
02-03-2018,196.776
02-03-2018,479.94
18-11-2017,1117.92
18-04-2016,106.5
02-12-2018,45.66
11-11-2017,95.968
11-11-2017,47.992
05-09-2015,264.32
15-11-2015,604.656
02-05-2018,129.93
15-10-2017,20.16
15-10-2017,29.46
15-10-2017,868.59
15-10-2017,12.96
15-10-2017,5.5
15-10-2017,121.6
06-04-2016,42.048
06-04-2016,25.488
06-04-2016,6.9
06-04-2016,9.648
06-04-2016,7.968
24-10-2015,10.368
17-08-2015,114.2
17-08-2015,17.96
17-08-2015,12.67
17-08-2015,339.96
15-08-2018,1801.632
06-09-2016,46.32
