Date,Sales,,,
01-06-2014,22.2,,,
01-06-2014,881.93,,,
06-09-2015,6.096,,,
06-09-2015,191.82,,,
29-06-2015,20.104,,,
10-09-2016,67.56,,,
14-07-2014,29.932,,,
14-07-2014,38.272,,,
22-08-2015,16.52,,,
14-11-2014,832.93,,,
14-11-2014,43.8,,,
27-11-2016,167.292,,,
21-11-2017,27.42,,,
01-10-2017,1.44,,,
01-10-2017,61.776,,,
01-10-2017,241.96,,,
01-10-2017,108.608,,,
20-09-2014,2.816,,,
28-07-2017,9.984,,,
28-07-2017,14.98,,,
28-07-2017,1145.6,,,
06-12-2015,485.94,,,
06-12-2015,37.376,,,
06-12-2015,70.686,,,
31-07-2017,54.816,,,
19-03-2016,72.294,,,
29-07-2017,2.896,,,
29-07-2017,124.792,,,
01-10-2016,330.588,,,
31-03-2014,673.568,,,
31-03-2014,52.98,,,
26-06-2017,526.45,,,
09-07-2017,228.92,,,
14-12-2015,319.968,,,
05-12-2017,205.03,,,
15-09-2015,190.86,,,
15-09-2015,24.32,,,
15-07-2016,44.4,,,
20-04-2017,44.4,,,
15-11-2016,1016.792,,,
15-11-2016,38.136,,,
26-11-2016,494.982,,,
21-11-2017,56.56,,,
21-11-2017,5.56,,,
21-11-2017,9.02,,,
21-11-2017,8.62,,,
21-11-2017,659.976,,,
15-02-2015,13.36,,,
15-02-2015,41.72,,,
15-02-2015,11.52,,,
15-02-2015,541.44,,,
15-02-2015,19.44,,,
15-04-2016,143.7,,,
28-09-2015,43.26,,,
28-09-2015,43.56,,,
17-09-2016,437.85,,,
17-09-2016,109.48,,,
16-06-2017,1212.96,,,
16-06-2017,18.54,,,
08-11-2015,5,,,
08-11-2015,371.97,,,
18-12-2015,166.24,,,
06-02-2017,359.97,,,
14-11-2016,499.98,,,
14-11-2016,5.28,,,
14-11-2016,8.26,,,
12-10-2017,7.968,,,
17-09-2017,12.96,,,
20-12-2017,6.48,,,
20-12-2017,6.984,,,
02-12-2017,47.96,,,
21-09-2015,199.74,,,
06-03-2015,435.26,,,
06-03-2015,1119.984,,,
03-10-2014,143.432,,,
03-10-2014,122.352,,,
27-06-2014,306.2,,,
27-06-2014,85.98,,,
27-06-2014,223.96,,,
30-10-2017,97.568,,,
30-10-2017,614.272,,,
30-10-2017,199.98,,,
03-09-2016,48.16,,,
05-03-2015,23.92,,,
05-03-2015,60.69,,,
05-05-2016,14.352,,,
17-11-2017,35.04,,,
01-06-2017,17.48,,,
10-06-2017,16.4,,,
08-01-2017,892.98,,,
20-04-2015,287.97,,,
20-04-2015,595.38,,,
20-04-2015,12.96,,,
01-11-2015,4.95,,,
23-12-2017,181.95,,,
01-11-2015,13.52,,,
01-11-2015,259.7,,,
01-11-2015,42.95,,,
01-11-2015,1399.93,,,
01-11-2015,503.96,,,
14-11-2014,12.72,,,
14-11-2014,11.52,,,
17-01-2016,316,,,
17-09-2017,723.92,,,
17-09-2017,106.32,,,
23-12-2016,141.372,,,
06-08-2015,27.216,,,
05-11-2017,390.75,,,
11-06-2017,280.792,,,
11-06-2017,68.448,,,
11-06-2017,88.04,,,
11-06-2017,15.872,,,
11-06-2017,215.592,,,
20-07-2017,14.62,,,
20-07-2017,416.32,,,
20-07-2017,43,,,
20-07-2017,182.94,,,
20-07-2017,60.83,,,
20-07-2017,389.97,,,
23-12-2015,194.32,,,
20-03-2017,265.93,,,
31-12-2015,94.74,,,
31-12-2015,60.64,,,
31-12-2015,76.3,,,
31-12-2015,364.8,,,
15-09-2015,79.872,,,
15-09-2015,46.384,,,
15-09-2015,12.96,,,
23-09-2017,14.352,,,
25-12-2015,547.136,,,
24-09-2016,41.96,,,
24-09-2016,41.7,,,
21-03-2017,277.4,,,
21-03-2017,5.78,,,
30-09-2014,69.216,,,
10-12-2017,10.86,,,
10-12-2017,426.79,,,
23-08-2014,25.92,,,
23-08-2014,45.92,,,
19-08-2014,10.72,,,
10-11-2016,41.86,,,
31-12-2014,63.2,,,
31-12-2014,113.97,,,
26-07-2014,123.552,,,
22-02-2016,490.32,,,
13-03-2016,70.08,,,
13-03-2016,1.272,,,
13-03-2016,557.585,,,
02-12-2017,9.024,,,
02-12-2017,69.456,,,
02-12-2017,10.86,,,
02-12-2017,79.47,,,
02-12-2017,10.08,,,
31-08-2015,1552.831,,,
31-08-2015,137.24,,,
31-08-2015,36.51,,,
31-08-2015,239.976,,,
17-03-2014,1579.746,,,
17-03-2014,1071.576,,,
17-03-2014,613.908,,,
17-03-2014,34.86,,,
17-03-2014,155.04,,,
16-04-2017,13.71,,,
13-03-2016,127.88,,,
13-03-2016,160.32,,,
13-03-2016,46,,,
24-11-2014,120.712,,,
10-02-2017,23.12,,,
23-09-2016,532.704,,,
23-09-2016,4.912,,,
07-07-2017,252,,,
07-07-2016,60.288,,,
07-07-2016,2.632,,,
07-07-2016,23.688,,,
07-07-2016,253.372,,,
24-01-2017,5.67,,,
19-08-2014,76.776,,,
19-08-2014,9.184,,,
06-12-2015,32.75,,,
06-05-2016,7.216,,,
06-05-2016,49.568,,,
06-05-2016,54.712,,,
25-03-2017,176.04,,,
25-03-2017,16.02,,,
25-03-2017,185.92,,,
25-03-2017,211.168,,,
25-03-2017,479.984,,,
12-12-2015,7.86,,,
12-12-2015,24.448,,,
06-12-2015,6.48,,,
06-12-2015,41.86,,,
06-12-2015,1619.91,,,
06-12-2015,113.92,,,
17-03-2016,39.68,,,
14-11-2015,37.6,,,
14-11-2015,59.9,,,
14-11-2015,37,,,
14-08-2017,5.76,,,
14-08-2017,16.68,,,
09-09-2017,628.81,,,
09-09-2017,56.45,,,
01-04-2017,94.2,,,
01-04-2017,28.4,,,
27-09-2016,956.6648,,,
07-10-2017,1115.91,,,
07-10-2017,128.744,,,
07-10-2017,79.92,,,
20-01-2017,24.2,,,
20-01-2017,359.976,,,
23-03-2017,211.84,,,
01-08-2014,5.68,,,
07-06-2015,7.52,,,
12-11-2014,11.96,,,
12-11-2014,629.064,,,
29-12-2016,754.45,,,
06-07-2015,301.96,,,
12-10-2017,595,,,
12-10-2017,79.872,,,
21-05-2016,2396.4,,,
09-11-2017,63.56,,,
09-11-2017,99.99,,,
18-04-2016,230.376,,,
18-04-2016,9.664,,,
25-12-2017,158.928,,,
25-12-2017,13.023,,,
25-12-2017,273.06,,,
25-12-2017,39.312,,,
11-06-2016,1.344,,,
11-06-2016,8.272,,,
11-06-2016,12.544,,,
13-05-2017,58.48,,,
28-12-2017,7.4,,,
25-03-2014,366.786,,,
28-05-2017,54.368,,,
14-11-2015,33.96,,,
14-11-2015,826.11,,,
03-07-2017,545.85,,,
18-11-2014,145.98,,,
18-11-2014,35.808,,,
17-07-2017,7.904,,,
22-05-2016,345,,,
22-05-2016,174.286,,,
22-05-2016,662.84,,,
22-05-2016,95.1,,,
22-05-2016,26.88,,,
22-05-2016,257.98,,,
25-09-2015,17.48,,,
31-10-2016,492.835,,,
14-09-2015,269.49,,,
05-11-2016,29.12,,,
17-03-2017,18.75,,,
17-03-2017,119.7,,,
17-03-2017,9.144,,,
17-03-2017,57.06,,,
17-03-2017,71.6,,,
17-03-2017,107.44,,,
17-03-2017,7.31,,,
17-03-2017,59.1,,,
17-03-2017,46.53,,,
15-08-2017,97.84,,,
11-07-2015,29.97,,,
11-07-2015,98.352,,,
03-12-2017,83.92,,,
03-12-2017,14.624,,,
03-12-2017,136.99,,,
03-12-2017,3.15,,,
04-05-2017,9.11,,,
04-05-2017,571.44,,,
04-05-2017,32.4,,,
04-05-2017,16.91,,,
22-01-2016,14.272,,,
22-01-2016,451.136,,,
22-01-2016,64.864,,,
03-11-2016,217.584,,,
03-11-2016,82.95,,,
03-11-2016,87.71,,,
03-11-2016,1101.48,,,
04-09-2017,1322.352,,,
13-09-2014,5.46,,,
19-06-2017,11.184,,,
19-06-2017,153.584,,,
24-12-2017,1003.62,,,
28-08-2017,35.168,,,
28-08-2017,1137.75,,,
28-08-2017,99.68,,,
28-08-2017,5.56,,,
02-01-2015,85.52,,,
02-01-2015,9.84,,,
02-01-2015,20.04,,,
09-10-2015,631.96,,,
09-10-2015,23.92,,,
13-12-2014,90.24,,,
19-11-2014,4548.81,,,
10-09-2016,300.93,,,
10-09-2016,719.96,,,
16-06-2014,647.84,,,
26-09-2015,64.17,,,
26-09-2015,124.46,,,
19-05-2016,9.584,,,
22-06-2017,37.608,,,
17-06-2017,12.224,,,
17-06-2017,2.304,,,
17-06-2017,9.36,,,
14-11-2016,7.38,,,
25-07-2014,53.72,,,
25-07-2014,8187.65,,,
25-07-2014,77.92,,,
02-07-2015,32.784,,,
02-03-2017,196.776,,,
02-03-2017,479.94,,,
18-11-2016,1117.92,,,
18-04-2015,106.5,,,
02-12-2017,45.66,,,
11-11-2016,95.968,,,
11-11-2016,47.992,,,
05-09-2014,264.32,,,
15-11-2014,604.656,,,
02-05-2017,129.93,,,
15-10-2016,20.16,,,
15-10-2016,29.46,,,
15-10-2016,868.59,,,
15-10-2016,12.96,,,
15-10-2016,5.5,,,
15-10-2016,121.6,,,
06-04-2015,42.048,,,
06-04-2015,25.488,,,
06-04-2015,6.9,,,
06-04-2015,9.648,,,
06-04-2015,7.968,,,
24-10-2014,10.368,,,
17-08-2014,114.2,,,
17-08-2014,17.96,,,
17-08-2014,12.67,,,
17-08-2014,339.96,,,
15-08-2017,1801.632,,,
06-09-2015,46.32,,,
27-01-2015,181.986,,,
27-01-2015,431.976,,,
27-01-2015,155.37,,,
16-07-2015,1348.704,,,
16-07-2015,700.152,,,
30-04-2016,111.888,,,
26-09-2014,143.952,,,
08-09-2016,173.94,,,
08-09-2016,14.76,,,
16-04-2017,205.92,,,
16-04-2017,102.833,,,
16-08-2015,2.304,,,
16-08-2015,1879.96,,,
16-08-2015,313.024,,,
16-08-2015,5.04,,,
19-11-2017,821.88,,,
19-11-2017,21.96,,,
14-09-2016,25.92,,,
15-08-2016,705.544,,,
26-09-2015,50,,,
08-10-2016,51.712,,,
24-03-2015,6.992,,,
31-05-2015,1406.86,,,
31-05-2015,15.75,,,
31-05-2015,323.1,,,
25-12-2015,9.216,,,
25-12-2015,10.368,,,
17-03-2015,15.02,,,
17-03-2015,33.82,,,
21-12-2017,71,,,
01-11-2017,25.12,,,
01-11-2017,2665.62,,,
07-09-2017,478.08,,,
27-12-2017,164.388,,,
27-12-2017,13.248,,,
16-07-2017,2.912,,,
12-08-2016,1399.944,,,
09-07-2017,526.45,,,
22-11-2014,16.23,,,
22-11-2014,319.9,,,
22-11-2014,11.36,,,
22-11-2014,675.12,,,
26-01-2014,62.82,,,
26-01-2014,489.92,,,
26-01-2014,19.44,,,
26-01-2014,16.68,,,
26-01-2014,155.35,,,
26-01-2014,12.42,,,
26-01-2014,187.98,,,
03-11-2015,6.608,,,
30-06-2017,248.57,,,
30-06-2017,22.23,,,
05-05-2016,5.98,,,
05-05-2016,246.168,,,
08-09-2016,14.136,,,
08-09-2016,601.47,,,
24-11-2017,79.1,,,
24-11-2017,327.84,,,
13-05-2017,180.96,,,
13-05-2017,914.97,,,
13-05-2017,587.97,,,
13-05-2017,530.34,,,
13-05-2017,14.94,,,
23-04-2017,121.94,,,
23-04-2017,122.71,,,
04-06-2016,14.94,,,
04-06-2016,1349.85,,,
04-06-2016,136.784,,,
04-06-2016,61.12,,,
16-12-2014,1.167,,,
04-03-2016,16.99,,,
25-11-2014,24.672,,,
25-11-2014,2.52,,,
25-11-2014,1218.735,,,
25-11-2014,5.904,,,
25-11-2014,15.696,,,
25-11-2014,6.096,,,
28-04-2016,41.568,,,
26-04-2014,230.28,,,
26-04-2014,18.288,,,
01-04-2017,5.78,,,
01-04-2017,121.68,,,
22-12-2017,4.17,,,
22-12-2017,67.04,,,
22-12-2017,37.32,,,
22-12-2017,18.45,,,
03-12-2014,25.92,,,
22-10-2017,11199.968,,,
22-10-2017,2399.6,,,
22-10-2017,63.9,,,
22-10-2017,52.99,,,
13-11-2017,60.864,,,
13-11-2017,652.995,,,
13-11-2017,11.22,,,
10-09-2015,14.94,,,
15-05-2017,39.96,,,
15-05-2017,42.624,,,
15-05-2017,220.96,,,
05-07-2015,4.928,,,
05-07-2015,7.23,,,
15-08-2015,323.1,,,
12-06-2017,19.04,,,
12-06-2017,13.128,,,
12-06-2017,64.14,,,
12-06-2017,858.24,,,
20-02-2015,29.99,,,
29-12-2016,186.048,,,
17-04-2016,36.792,,,
17-04-2016,18.624,,,
07-09-2014,57.69,,,
07-09-2014,42.81,,,
07-09-2014,12.96,,,
07-09-2014,821.88,,,
07-09-2014,104.85,,,
26-09-2016,424.9575,,,
17-09-2017,10.776,,,
17-09-2017,11.784,,,
17-09-2017,164.88,,,
17-09-2017,1292.94,,,
17-09-2017,25.584,,,
17-09-2017,261.74,,,
17-09-2017,14.4,,,
16-08-2016,10.86,,,
24-12-2015,883.84,,,
28-11-2017,1979.89,,,
28-11-2017,79.96,,,
14-04-2017,8.76,,,
01-05-2016,3.984,,,
01-05-2016,370.62,,,
01-05-2016,2.742,,,
01-10-2016,79.512,,,
01-10-2016,28.352,,,
25-08-2015,40.784,,,
25-08-2015,105.96,,,
09-09-2014,166.44,,,
09-09-2014,785.88,,,
09-09-2014,26.2,,,
09-09-2014,1325.85,,,
03-12-2017,166.44,,,
27-11-2017,8.76,,,
27-11-2017,43.584,,,
21-06-2014,11.088,,,
21-06-2014,25.164,,,
21-01-2017,14.4,,,
21-01-2017,619.95,,,
21-01-2017,89.52,,,
21-01-2017,350.973,,,
21-01-2017,164.99,,,
29-06-2017,312.552,,,
06-09-2016,95.952,,,
06-09-2016,3.204,,,
04-08-2016,3.98,,,
12-11-2015,15.7,,,
30-06-2014,5.248,,,
04-12-2017,5.346,,,
28-08-2016,15.48,,,
28-08-2016,108.576,,,
22-01-2016,109.9,,,
15-10-2014,15.384,,,
07-02-2016,30.352,,,
18-03-2014,821.3,,,
18-03-2014,22638.48,,,
18-03-2014,21.376,,,
18-03-2014,8.016,,,
18-03-2014,30.768,,,
18-03-2014,18.936,,,
18-03-2014,122.352,,,
24-05-2014,116.28,,,
11-07-2017,132.6,,,
16-06-2017,16.68,,,
16-06-2017,19.44,,,
16-06-2017,192.16,,,
30-01-2015,227.36,,,
30-01-2015,1919.976,,,
11-12-2015,12.828,,,
09-10-2017,45.888,,,
29-07-2017,60.12,,,
25-04-2014,302.376,,,
01-12-2015,13.9,,,
04-12-2014,129.98,,,
26-08-2017,71.98,,,
07-09-2014,377.97,,,
21-12-2017,124.36,,,
06-12-2014,23.976,,,
04-11-2014,8.376,,,
04-11-2014,58.24,,,
14-04-2016,81.2,,,
04-10-2014,14.45,,,
04-10-2014,95.648,,,
07-11-2017,359.97,,,
07-11-2017,350.352,,,
22-12-2017,1.641,,,
22-12-2017,629.958,,,
13-02-2017,6.63,,,
13-02-2017,799.96,,,
13-02-2017,107.53,,,
02-07-2014,73.98,,,
02-07-2014,5.58,,,
21-02-2015,49.12,,,
13-11-2015,377.97,,,
13-11-2015,42.28,,,
13-11-2015,299.97,,,
13-11-2015,89.98,,,
16-04-2017,477.24,,,
16-04-2017,25.98,,,
25-02-2016,46.72,,,
04-11-2014,35.34,,,
20-06-2015,257.64,,,
20-06-2015,125.976,,,
07-08-2017,79.992,,,
12-05-2014,700.056,,,
22-11-2015,27.168,,,
04-12-2015,8.226,,,
08-06-2014,585.552,,,
08-08-2014,423.28,,,
26-05-2014,225.296,,,
17-04-2015,5.56,,,
17-04-2015,323.37,,,
17-04-2015,783.96,,,
17-04-2015,1447.65,,,
17-04-2015,11.96,,,
11-06-2016,239.97,,,
11-03-2016,76.92,,,
11-03-2016,481.32,,,
26-05-2014,48.4,,,
12-10-2017,0.99,,,
12-10-2017,101.84,,,
22-06-2017,10.332,,,
22-06-2017,31.155,,,
22-06-2017,8.928,,,
15-01-2017,34.384,,,
15-01-2017,1924.16,,,
02-04-2015,32.192,,,
02-04-2015,50.12,,,
02-04-2015,47.976,,,
03-09-2016,54.5,,,
10-12-2017,19.104,,,
22-11-2016,49.44,,,
11-11-2017,10.368,,,
21-10-2016,154.44,,,
21-12-2015,60.984,,,
17-07-2015,195.466,,,
30-04-2017,23.68,,,
30-04-2017,2.376,,,
06-05-2017,59.2,,,
20-11-2017,22,,,
11-11-2016,257.98,,,
05-11-2016,23.988,,,
09-10-2016,23.976,,,
21-09-2015,601.536,,,
21-09-2015,7.9,,,
02-12-2014,58.36,,,
02-12-2014,16.464,,,
02-12-2014,39.96,,,
21-09-2014,25.96,,,
21-09-2014,36.27,,,
21-09-2014,6.48,,,
12-04-2014,1075.088,,,
12-04-2014,438.368,,,
12-04-2014,18.088,,,
12-04-2014,308.499,,,
20-10-2017,13.36,,,
20-10-2017,39.96,,,
20-10-2017,145.85,,,
25-10-2016,783.96,,,
01-11-2015,7.88,,,
03-11-2017,41.37,,,
12-05-2015,12.84,,,
12-05-2015,25.68,,,
07-09-2015,47.516,,,
25-07-2015,9.42,,,
25-07-2015,12.96,,,
25-07-2015,704.9,,,
25-07-2015,561.568,,,
16-11-2015,179.82,,,
16-11-2015,185.58,,,
16-11-2015,214.11,,,
16-11-2015,999.96,,,
16-11-2015,653.55,,,
01-09-2015,114.6,,,
01-09-2015,60.74,,,
01-09-2015,124.36,,,
01-09-2015,1088.76,,,
05-05-2016,6.72,,,
05-05-2016,298.776,,,
31-12-2016,302.376,,,
18-09-2017,8.928,,,
18-09-2017,47.584,,,
25-09-2014,33.792,,,
25-09-2014,300.5328,,,
25-09-2014,2.724,,,
25-09-2014,3.264,,,
23-04-2016,108.336,,,
23-04-2016,55.92,,,
23-04-2016,78.304,,,
01-11-2014,443.92,,,
01-11-2014,155.976,,,
26-01-2017,15.47,,,
26-01-2017,7.16,,,
11-11-2017,10.89,,,
11-11-2017,19.44,,,
11-11-2017,121.6,,,
09-06-2016,695.7,,,
03-09-2015,120.33,,,
14-03-2014,1139.92,,,
31-08-2017,229.544,,,
23-03-2017,143.728,,,
18-05-2017,36.048,,,
27-12-2016,845.488,,,
17-11-2017,50.94,,,
10-09-2017,762.594,,,
08-04-2017,56.28,,,
08-04-2017,2690.97,,,
28-11-2016,7.434,,,
02-06-2016,64.784,,,
17-12-2017,28.16,,,
19-03-2016,14.98,,,
19-03-2016,20.32,,,
20-08-2017,40.29,,,
25-07-2017,20.23,,,
26-08-2016,1603.136,,,
15-08-2016,225.296,,,
19-05-2017,67.8,,,
19-05-2017,377.97,,,
19-05-2017,1628.82,,,
19-05-2017,286.93,,,
12-08-2017,20.736,,,
13-08-2017,31.44,,,
13-08-2017,83.79,,,
13-08-2017,59.52,,,
13-08-2017,31.92,,,
10-11-2016,14.72,,,
10-11-2016,38.976,,,
12-06-2017,17.088,,,
22-03-2014,74.352,,,
22-03-2014,314.352,,,
15-06-2017,4.26,,,
16-11-2017,811.28,,,
29-12-2017,6.03,,,
21-01-2016,153.568,,,
21-01-2016,1013.488,,,
15-01-2016,52.34,,,
15-01-2016,4.66,,,
15-01-2016,254.97,,,
19-09-2016,25.44,,,
19-09-2016,27.93,,,
21-02-2014,8.85,,,
11-11-2016,6.96,,,
30-01-2016,17.456,,,
18-10-2016,307.92,,,
18-12-2017,6.63,,,
18-12-2017,12.96,,,
18-12-2017,32.4,,,
02-11-2017,23.85,,,
29-04-2014,51.96,,,
29-04-2014,17.94,,,
23-10-2017,11.56,,,
23-10-2017,26.4,,,
23-10-2017,69.08,,,
23-10-2017,35.88,,,
30-03-2014,49.65,,,
04-01-2016,959.968,,,
26-04-2015,408.422,,,
12-09-2015,479.984,,,
12-09-2015,12.6,,,
11-09-2017,184.66,,,
12-06-2016,23.12,,,
27-06-2016,37.464,,,
27-06-2016,539.658,,,
26-09-2014,310.12,,,
03-11-2017,8.56,,,
03-11-2017,52.4,,,
03-11-2017,14.94,,,
19-02-2017,11.22,,,
05-11-2015,387.136,,,
16-06-2014,41.4,,,
16-06-2014,35,,,
16-06-2014,39.552,,,
12-10-2015,135.72,,,
12-10-2015,12.56,,,
12-10-2015,263.96,,,
27-08-2017,5.952,,,
23-11-2016,15.8,,,
23-11-2016,14.368,,,
23-11-2016,70.448,,,
30-01-2017,129.3,,,
30-11-2015,3.882,,,
28-06-2014,6.08,,,
02-09-2014,19.9,,,
02-09-2014,70.71,,,
10-07-2017,18.84,,,
04-06-2017,8.64,,,
19-10-2017,1633.188,,,
18-11-2017,19.76,,,
08-08-2015,6.608,,,
08-08-2015,7.28,,,
08-08-2015,144.784,,,
06-12-2016,156.792,,,
06-12-2016,431.976,,,
06-12-2016,35.89,,,
06-12-2016,47.208,,,
06-12-2016,248.08,,,
06-12-2016,189.7,,,
06-12-2016,59.808,,,
25-03-2017,90.99,,,
25-03-2017,1526.56,,,
25-03-2017,368.97,,,
19-11-2017,305.01,,,
19-11-2017,18.7,,,
04-11-2016,38.29,,,
14-12-2017,26.25,,,
14-12-2017,64.96,,,
14-12-2017,43.7,,,
12-11-2017,41.6,,,
12-11-2017,23.12,,,
12-11-2017,113.888,,,
12-11-2017,113.568,,,
12-11-2017,7.92,,,
12-11-2017,671.984,,,
18-08-2016,39.99,,,
27-06-2017,191.646,,,
04-05-2017,2.313,,,
24-12-2015,19.936,,,
24-12-2015,45.92,,,
26-04-2017,20.34,,,
26-04-2017,39.28,,,
16-12-2017,81.568,,,
16-12-2017,97.184,,,
16-12-2017,24.32,,,
16-12-2017,18.96,,,
27-12-2014,32.952,,,
27-12-2014,30.016,,,
06-11-2017,499.584,,,
06-11-2017,31.104,,,
06-11-2017,13.272,,,
06-11-2017,28.272,,,
06-11-2017,259.136,,,
16-12-2017,10.8,,,
07-05-2015,244.006,,,
07-05-2015,15.936,,,
04-12-2017,188.552,,,
03-10-2017,22.58,,,
13-01-2014,545.94,,,
12-06-2015,20.736,,,
12-06-2015,43.296,,,
12-07-2014,123.136,,,
12-07-2014,11.264,,,
06-12-2014,53.424,,,
06-12-2014,275.49,,,
25-05-2016,24.96,,,
25-05-2016,19.36,,,
25-05-2016,1267.65,,,
21-02-2016,12.99,,,
21-02-2016,18.56,,,
21-02-2016,449.15,,,
21-02-2016,31.248,,,
02-10-2016,61.44,,,
11-03-2017,895.92,,,
09-09-2016,55.36,,,
14-07-2014,55.92,,,
21-06-2014,24.896,,,
21-06-2014,3.984,,,
21-06-2014,95.968,,,
21-06-2014,206.991,,,
21-06-2014,44.416,,,
21-06-2014,9.006,,,
05-07-2015,19,,,
16-12-2017,33.376,,,
08-09-2016,207.48,,,
17-05-2014,91.68,,,
13-10-2017,904.9,,,
24-10-2014,34.272,,,
05-12-2016,191.82,,,
25-07-2016,243.88,,,
17-04-2017,12.03,,,
17-04-2017,2549.985,,,
17-04-2017,21.594,,,
17-04-2017,8.964,,,
17-04-2017,20.736,,,
17-09-2015,344.22,,,
23-08-2016,727.296,,,
23-08-2016,22.608,,,
23-08-2016,666.4,,,
08-11-2015,5.04,,,
08-11-2015,92.94,,,
08-11-2015,66.69,,,
08-11-2015,91.68,,,
17-11-2017,327.7328,,,
08-11-2015,52.272,,,
08-11-2015,17.94,,,
22-04-2017,254.352,,,
24-08-2014,8.288,,,
17-12-2017,504.9,,,
24-03-2016,403.168,,,
21-09-2015,194.32,,,
21-09-2015,25.99,,,
21-11-2016,195.136,,,
16-09-2017,20.736,,,
11-06-2015,53.7,,,
11-06-2015,36.26,,,
11-06-2015,56.3,,,
11-06-2015,32.4,,,
11-06-2015,29.16,,,
03-10-2017,171.288,,,
05-05-2016,16.72,,,
11-09-2017,12.96,,,
11-09-2017,22.18,,,
11-09-2017,2054.272,,,
30-04-2015,1022.97,,,
06-11-2017,13.9,,,
06-11-2017,26.38,,,
30-09-2014,43.176,,,
02-04-2017,411.8,,,
02-04-2017,360,,,
06-10-2017,41.96,,,
06-10-2017,227.84,,,
06-10-2017,37.94,,,
09-04-2016,517.9,,,
09-04-2016,5.28,,,
28-08-2015,2799.96,,,
19-10-2017,8.96,,,
19-10-2017,31.5,,,
19-10-2017,30.56,,,
19-10-2017,24.368,,,
07-11-2016,119.976,,,
03-03-2017,26.88,,,
27-11-2015,83.97,,,
27-11-2015,104.97,,,
13-03-2017,90.8,,,
13-03-2017,140.736,,,
13-03-2017,214.95,,,
13-03-2017,45.36,,,
13-03-2017,288.24,,,
30-11-2017,663.936,,,
17-11-2014,2934.33,,,
17-11-2014,124.41,,,
17-11-2014,57.75,,,
03-01-2016,114.46,,,
03-10-2015,120.666,,,
20-07-2014,342.864,,,
20-07-2014,16.74,,,
20-07-2014,981.372,,,
21-05-2014,31.84,,,
04-09-2017,12.96,,,
04-09-2017,43.176,,,
27-05-2017,58.34,,,
27-05-2017,539.97,,,
28-01-2014,3.928,,,
09-02-2017,252.784,,,
09-02-2017,127.984,,,
09-02-2017,3.984,,,
09-02-2017,12.992,,,
31-03-2017,61,,,
31-03-2017,671.93,,,
03-03-2016,447.86,,,
03-03-2016,479.95,,,
03-03-2016,166.44,,,
23-08-2015,31.68,,,
23-08-2015,10.368,,,
23-08-2015,12.032,,,
23-08-2015,5.768,,,
27-04-2017,33.12,,,
27-04-2017,220.2656,,,
14-04-2017,10.776,,,
14-04-2017,242.352,,,
22-12-2017,695.16,,,
22-12-2017,220.98,,,
08-12-2016,12.957,,,
23-03-2017,25.68,,,
25-07-2016,15.712,,,
10-07-2017,298.464,,,
17-07-2016,21.93,,,
17-07-2016,242.94,,,
17-07-2016,7.64,,,
17-07-2016,51.84,,,
17-07-2016,265.17,,,
23-08-2016,837.6,,,
23-08-2016,135.9,,,
23-08-2016,34.68,,,
23-08-2016,532.704,,,
23-08-2016,43.1,,,
23-08-2016,15.88,,,
11-06-2015,1123.92,,,
11-06-2015,249.584,,,
11-06-2015,48.672,,,
11-06-2015,60.768,,,
11-06-2015,78.6,,,
11-06-2015,3.768,,,
11-06-2015,1036.624,,,
11-06-2015,563.808,,,
08-09-2017,258.528,,,
02-10-2017,49.12,,,
16-12-2014,44.46,,,
16-12-2014,241.568,,,
16-12-2014,395,,,
16-12-2014,627.168,,,
24-08-2014,13.28,,,
24-08-2014,12.672,,,
12-11-2017,30.56,,,
12-11-2017,77.952,,,
12-11-2017,67.992,,,
12-11-2017,12.224,,,
12-11-2017,44.784,,,
12-11-2017,22.848,,,
25-04-2015,206.43,,,
12-12-2014,210.392,,,
25-09-2017,119.96,,,
25-09-2017,10.608,,,
05-09-2016,347.802,,,
11-02-2017,963.136,,,
11-02-2017,88.776,,,
30-06-2014,32.4,,,
07-06-2016,32.4,,,
20-12-2014,31.05,,,
15-12-2015,2025.36,,,
15-12-2015,1799.994,,,
15-12-2015,101.988,,,
15-12-2015,262.864,,,
20-07-2017,735.98,,,
03-08-2014,93.024,,,
24-08-2015,284.364,,,
24-08-2015,26,,,
26-03-2016,67.64,,,
26-03-2016,119.976,,,
12-09-2014,5.18,,,
21-09-2014,15.56,,,
21-09-2014,78.35,,,
21-09-2014,59.52,,,
21-09-2014,38.52,,,
21-09-2014,239.984,,,
21-09-2014,19.35,,,
29-10-2016,67,,,
28-05-2016,390.272,,,
28-05-2016,62.192,,,
21-12-2017,23.88,,,
21-03-2016,3.168,,,
21-03-2016,528.43,,,
21-03-2016,13.392,,,
11-11-2017,181.86,,,
23-09-2017,180.588,,,
23-09-2017,47.984,,,
10-09-2017,18.76,,,
05-12-2017,20.94,,,
05-12-2017,58.68,,,
05-12-2017,254.9,,,
09-11-2017,9.64,,,
09-11-2017,826.62,,,
09-11-2017,1633.14,,,
09-11-2017,544.38,,,
07-11-2014,26.046,,,
07-11-2014,74.352,,,
12-03-2017,69.93,,,
20-10-2017,3.75,,,
20-10-2017,20.928,,,
27-12-2015,12.672,,,
02-10-2017,65.99,,,
04-06-2017,6.37,,,
01-09-2014,3.648,,,
01-09-2014,31.104,,,
08-08-2016,23.34,,,
22-07-2017,29.97,,,
